,category_id,rate
89,1487580007835370453,99.65277777777777
90,1487580007852147670,98.75776397515529
91,1487580007877313495,100.0
92,1487580007894090712,100.0
93,1487580007910867929,99.23708920187794
94,1487580007936033754,99.27184466019418
95,1487580007952810971,99.58289885297185
96,1487580007986365405,100.0
97,1487580008011531230,100.0
98,1487580008028308447,100.0
99,1487580008053474272,100.0
100,1487580008070251489,100.0
101,1487580008087028706,100.0
102,1487580008112194531,99.54128440366972
103,1487580008145748965,97.224709042077
104,1487580008162526182,99.70674486803519
105,1487580008187692007,99.59349593495935
106,1487580008246412266,98.5632183908046
107,1487580008263189483,99.30867611475976
108,1487580008288355308,99.55621301775147
109,1487580008313521133,99.53775038520801
110,1487580008422573041,97.05882352941177
111,1487580008447738866,97.46682750301568
112,1487580008590345208,100.0
113,1487580008607122425,98.89240506329114
114,1487580008657454075,98.91107078039927
115,1487580008699397117,98.05194805194805
116,1487580008758116352,100.0
117,1487580008774893569,100.0
118,1487580008800059394,94.98886414253897
119,1487580008816836611,99.53488372093024
120,1487580008858779653,100.0
121,1487580008909111303,100.0
122,1487580008951054345,100.0
123,1487580008984608779,100.0
124,1487580009026551821,100.0
125,1487580009051717646,99.67767929089445
126,1487580009076883471,100.0
127,1487580009118826513,100.0
128,1487580009143992338,99.82078853046595
129,1487580009177546772,99.56521739130434
130,1487580009202712597,97.4496644295302
131,1487580009227878422,98.84467265725289
132,1487580009261432856,99.6309963099631
133,1487580009286598681,96.50068613997256
134,1487580009311764506,98.32204886664704
135,1487580009336930331,100.0
136,1487580009362096156,99.67845659163987
137,1487580009387261981,99.46782776971456
138,1487580009445982239,97.22180507583721
139,1487580009471148064,96.64929262844379
140,1487580009496313889,99.07670454545455
141,1487580009521479714,98.73217115689381
142,1487580009546645539,100.0
143,1487580009571811364,100.0
144,1487580009605365797,98.44192634560906
145,1487580009622143014,100.0
146,1487580009672474664,100.0
147,1487580009798303788,100.0
148,1487580009823469613,100.0
149,1487580009974464562,96.875
150,1487580010075127862,100.0
151,1487580010100293687,95.54836098745447
152,1487580010125459512,99.51876804619826
153,1487580010150625337,100.0
154,1487580010192568379,97.5609756097561
155,1487580010217734204,100.0
156,1487580010242900029,100.0
157,1487580010268065854,100.0
158,1487580010293231679,100.0
159,1487580010318397504,100.0
160,1487580010335174721,100.0
161,1487580010360340546,100.0
162,1487580010377117763,100.0
163,1487580010561667147,99.14529914529915
164,1487580010628776014,98.86947584789311
165,1487580010645553231,99.51314508276533
166,1487580010662330448,100.0
167,1487580010695884882,100.0
168,1487580010721050707,100.0
169,1487580010737827924,100.0
170,1487580010754605141,98.43400447427292
171,1487580010779770966,99.1304347826087
172,1487580010796548183,97.27592267135326
173,1487580010821714008,97.43190661478599
174,1487580010846879833,100.0
175,1487580010872045658,98.52216748768473
176,1487580010922377308,99.46524064171123
177,1487580010955931741,100.0
178,1487580011031429216,100.0
179,1487580011098538083,100.0
180,1487580011157258342,99.43019943019944
181,1487580011182424167,100.0
182,1487580011241144426,100.0
183,1487580011283087468,99.51690821256038
184,1487580011308253293,99.4910941475827
185,1487580011333419118,100.0
186,1487580011408916594,96.76470588235294
187,1487580011425693811,95.05840071877807
188,1487580011476025461,100.0
189,1487580011501191286,98.5279685966634
190,1487580011517968503,97.32142857142857
191,1487580011534745720,98.45440494590417
192,1487580011585077370,95.55822328931572
193,1487580011601854587,100.0
194,1487580011627020412,98.94613583138174
195,1487580011652186237,99.16074887023886
196,1487580011677352062,98.81656804733728
197,1487580011702517887,98.4047019311503
198,1487580011752849537,100.0
199,1487580011786403970,100.0
200,1487580011828347011,100.0
201,1487580011853512836,99.08256880733946
202,1487580011903844485,100.0
203,1487580011945787526,100.0
204,1487580011970953351,98.80952380952381
205,1487580011996119176,99.65635738831615
206,1487580012021285001,98.10426540284361
207,1487580012071616651,100.0
208,1487580012096782476,96.16336633663366
209,1487580012121948301,99.19678714859438
210,1487580012147114126,100.0
211,1487580012172279951,93.6842105263158
212,1487580012205834384,98.9247311827957
213,1487580012373606546,98.60788863109049
214,1487580012432326804,100.0
215,1487580012457492629,100.0
216,1487580012507824279,100.0
217,1487580012524601496,99.14772727272727
218,1487580012574933146,96.48798521256931
219,1487580012591710363,98.03921568627452
220,1487580012616876188,100.0
221,1487580012642042013,95.22388059701493
222,1487580012683985055,99.5260663507109
223,1487580012717539489,99.31972789115646
224,1487580012734316706,100.0
225,1487580012759482531,100.0
226,1487580012784648356,100.0
227,1487580012809814181,100.0
228,1487580012876923048,100.0
229,1487580012902088873,99.47780678851174
230,1487580012927254698,99.08409658617819
231,1487580012952420523,100.0
232,1487580012969197740,98.39572192513369
233,1487580012994363565,98.30316742081448
234,1487580013011140782,98.96231567449482
235,1487580013027917999,97.10365853658537
236,1487580013053083824,97.55784061696659
237,1487580013069861041,99.340804218853
238,1487580013086638258,99.07407407407408
239,1487580013128581300,96.55172413793103
240,1487580013145358517,99.71988795518207
241,1487580013170524342,98.53658536585365
242,1487580013212467384,100.0
243,1487580013229244601,98.6376021798365
244,1487580013254410426,97.32824427480917
245,1487580013279576251,98.2258064516129
246,1487580013296353468,100.0
247,1487580013321519293,100.0
248,1487580013338296510,100.0
249,1487580013388628160,99.848828420257
250,1487580013413793985,99.79296066252589
251,1487580013430571202,99.4186046511628
252,1487580013472514244,100.0
253,1487580013489291461,98.64559819413093
254,1487580013506068678,99.23371647509579
255,1487580013522845895,96.43103845268247
256,1487580013539623112,95.36723163841808
257,1487580013581566154,98.5661614092585
258,1487580013615120588,99.49748743718592
259,1487580013640286413,99.11426040744021
260,1487580013657063630,100.0
261,1487580013690618064,99.62406015037594
262,1487580013732561106,100.0
263,1487580013749338323,99.77029096477794
264,1487580013799669974,100.0
265,1487580013824835799,100.0
266,1487580013841613016,96.27166112375285
267,1487580013858390233,98.28025477707007
268,1487580013900333275,100.0
269,1487580013917110492,98.18181818181819
270,1487580013933887709,100.0
271,1487580013950664926,98.9448051948052
272,1487580013992607968,100.0
273,1487580014009385185,99.77064220183486
274,1487580014042939619,100.0
275,1495705810662064688,99.78021978021978
276,1495705810704007729,98.76543209876543
277,1495705810729173554,96.42857142857143
278,1511892746070131099,98.48726114649682
279,1516331853567492962,100.0
280,1525995662934540829,99.57805907172995
281,1526733091857498510,100.0
282,1532652067498229876,100.0
283,1542195323827388674,99.86807387862797
284,1543705961326182546,100.0
285,1554383493545328915,100.0
286,1558526315760452545,100.0
287,1559261858748170632,100.0
288,1584505206060614455,100.0
289,1588205336064425989,100.0
290,1597769965795017114,100.0
291,1597770225539875791,99.64285714285714
292,1602943681873052386,95.50570062522986
293,1604427094756950459,100.0
294,1604427145138930210,100.0
295,1605161575889502297,99.80334316617503
296,1638456119066100510,98.86091127098321
297,1645114480121610699,100.0
298,1648815651034235876,100.0
299,1657722039387029886,100.0
300,1658462125284131265,97.49419953596288
301,1660394382047576308,100.0
302,1715102762414375164,100.0
303,1715102773747384334,98.24561403508773
304,1720400165430363096,100.0
305,1725504706412807026,100.0
306,1752742606699234159,100.0
307,1752742610406999036,100.0
308,1752742615205281895,100.0
309,1752742617696698537,100.0
310,1759024698982662957,100.0
311,1759024699007828783,100.0
312,1761186209054327497,99.68152866242038
313,1783999063314661546,99.00332225913621
314,1783999063574708423,99.34210526315789
315,1783999064036081896,100.0
316,1783999064103190764,99.77116704805492
317,1783999064136745198,99.76771196283391
318,1783999067156644376,98.78787878787878
319,1783999067181810204,100.0
320,1783999068867920626,99.20127795527156
321,1783999068909863670,96.8562874251497
322,1783999071199952917,98.59154929577464
323,1783999071325782053,98.8857938718663
324,1783999072332415142,98.58215179316096
325,1783999072365969578,100.0
326,1783999072407912622,100.0
327,1783999073758478650,99.6969696969697
328,1783999073792033086,99.00990099009901
329,1783999076535108182,100.0
330,1783999076551885399,100.0
331,1791442849384891169,100.0
332,1791442895991997390,100.0
333,1797122099068797194,100.0
334,1801635223591453292,100.0
335,1804383582576181309,100.0
336,1805953852441101266,100.0
337,1805953965678920077,100.0
338,1810470908326838736,100.0
339,1814592470537732872,100.0
340,1819693959081886239,100.0
341,1842735758805303837,96.75767918088737
342,1842735760499802745,100.0
343,1842735764450837316,100.0
344,1842735764509557576,96.875
345,1842735768846467167,100.0
346,1858245586344477369,100.0
347,1871018959927509750,100.0
348,1889472915104072007,100.0
349,1891434214553813877,97.5765306122449
350,1891434351850160381,100.0
351,1897124469017673788,100.0
352,1897124478404526487,98.44425237683664
353,1897124489259385629,100.0
354,1897124495995438074,100.0
355,1911999801088541491,98.65470852017937
356,1911999801642189621,100.0
357,1911999884991397970,100.0
358,1911999948073730325,100.0
359,1913479463425802701,100.0
360,1921723491720102387,93.49112426035504
361,1921723506584715388,100.0
362,1924049106385240809,97.96238244514106
363,1924049110428549877,97.46963562753037
364,1924049287554007223,100.0
365,1926797403503985079,100.0
366,1933364344720982871,99.12280701754386
367,1933472286753424063,94.73684210526316
368,1936327050549789532,100.0
369,1937169073007756269,98.40954274353876
370,1944358258223350494,100.0
371,1958278551207674674,100.0
372,1962525118928257818,100.0
373,1962525126503170858,100.0
374,1962525462299148572,100.0
375,1977575775473238831,100.0
376,1977575787259232875,99.6951219512195
377,1977786601392047073,100.0
378,1982860244379763042,97.12230215827338
379,1982860263572898112,100.0
380,1987724780047958178,100.0
381,1998040849203594085,100.0
382,1998040850688377703,100.0
383,1998040852064109417,99.3006993006993
384,2007399943458784057,97.76674937965261
385,2013754353822728372,100.0
386,2018287324474901238,100.0
387,2018395024110125980,99.65277777777777
388,2020400296164851991,100.0
389,2022516588854378951,100.0
390,2022622168218599898,100.0
391,2027602240612598357,100.0
392,2028340285225828822,100.0
393,2029082628195353599,100.0
394,2029731308699124089,98.70967741935483
395,2035665444290953519,94.67084639498432
396,2055161088059638328,99.15254237288136
397,2055368408169447599,100.0
398,2060156961931919712,100.0
399,2068966806634103136,100.0
400,2069171133327868014,100.0
401,2069804417665728971,98.8
402,2069804424703771380,100.0
403,2071303198680810125,88.88888888888889
404,2084144451428549153,93.929173693086
405,2089259162625114209,98.44357976653697
406,2093602042093240877,90.36144578313252
407,2094448780651791052,100.0
408,2095736144888071137,100.0
409,2106514244437541443,93.90243902439025
410,2106514244487873093,100.0
411,2114584564549550293,97.75862068965517
412,2115334439910245200,96.46974063400576
413,2121383893343929118,100.0
414,2130081478220972046,100.0
415,2134354342373753638,95.53072625698324
416,2134354356349173879,100.0
417,2140803113261466607,99.40828402366864
418,2141560642253881670,100.0
419,2145935122136826354,100.0
420,2151191059751764547,100.0
421,2151191059827262021,100.0
422,2151191070908613477,98.99328859060402
423,2151191070984110951,99.8371335504886
424,2151191071051219817,94.53193350831147
425,2151191071118328683,100.0
426,2151191071378375538,99.2108229988726
427,2151191075757228942,100.0
428,2154396123597373922,100.0
429,2155132423103316327,100.0
430,2164688961165852944,100.0
431,2177933350667289121,94.53333333333333
432,2187686850687140020,100.0
433,2187790129827939246,100.0
434,2193074740493550411,100.0
435,2193074740552270669,98.91640866873065
436,2193074740619379535,100.0
437,2193074740686488401,100.0
438,2195085255034011676,99.71181556195965
439,2195085255117897760,100.0
440,2195085255176618020,100.0
441,2195085258272014535,100.0
